age,work-class,occupation,sex,hours-pw,income-level
52, Private, Other-service, Female,40, <=50K
44, Private, Prof-specialty, Female,45, <=50K
54, Private, Transport-moving, Male,65, >50K
17, Self-emp-not-inc, Farming-fishing, Male,35, <=50K
33, Federal-gov, Adm-clerical, Male,40, <=50K
28, Private, Machine-op-inspct, Female,40, <=50K
39, Self-emp-not-inc, Sales, Male,60, <=50K
33, Private, Craft-repair, Male,40, <=50K
59, Private, Other-service, Male,32, <=50K
74, Private, Priv-house-serv, Female,15, <=50K
54, Private, Protective-serv, Male,40, >50K
31, Private, Machine-op-inspct, Male,55, <=50K
31, Private, Sales, Female,40, <=50K
20, Private, Sales, Female,20, <=50K
54, Local-gov, Prof-specialty, Male,40, >50K
42, Private, Adm-clerical, Male,40, <=50K
57, Self-emp-not-inc, Prof-specialty, Male,36, <=50K
49, Private, Craft-repair, Female,40, <=50K
40, Private, Exec-managerial, Male,40, >50K
38, Private, Adm-clerical, Male,40, <=50K
39, Private, Machine-op-inspct, Male,42, >50K
43, Private, Sales, Male,50, >50K
57, Private, Sales, Female,40, <=50K
38, Private, Prof-specialty, Male,99, >50K
25, Private, Other-service, Female,38, <=50K
40, Private, Prof-specialty, Female,45, <=50K
34, Private, Exec-managerial, Male,48, >50K
35, Self-emp-not-inc, Farming-fishing, Male,50, <=50K
53, Private, Adm-clerical, Female,34, <=50K
21, Private, Machine-op-inspct, Male,40, <=50K
43, Private, Craft-repair, Male,40, <=50K
43, Self-emp-not-inc, Craft-repair, Male,60, <=50K
22, Private, Prof-specialty, Female,35, <=50K
64, Self-emp-not-inc, Sales, Male,35, <=50K
40, Private, Prof-specialty, Female,40, <=50K
34, Private, Handlers-cleaners, Male,70, <=50K
46, Private, Adm-clerical, Female,40, <=50K
35, Private, Machine-op-inspct, Male,40, <=50K
32, Private, Transport-moving, Male,60, <=50K
26, Private, Craft-repair, Male,40, <=50K
25, Private, Craft-repair, Male,40, <=50K
55, Private, Tech-support, Male,55, >50K
22, Private, Sales, Female,40, <=50K
29, State-gov, Adm-clerical, Male,20, <=50K
38, Self-emp-not-inc, Exec-managerial, Male,99, <=50K
55, Private, Other-service, Female,35, <=50K
26, Private, Exec-managerial, Male,40, <=50K
34, Self-emp-inc, Prof-specialty, Male,60, <=50K
25, State-gov, Adm-clerical, Female,40, <=50K
39, Private, Prof-specialty, Female,40, <=50K
58, State-gov, Farming-fishing, Male,40, <=50K
34, Local-gov, Craft-repair, Female,40, <=50K
29, Self-emp-not-inc, Exec-managerial, Male,45, <=50K
49, State-gov, Prof-specialty, Male,50, >50K
38, Private, Adm-clerical, Female,35, <=50K
21, Private, Other-service, Male,35, <=50K
28, Private, Prof-specialty, Male,40, >50K
42, Private, Exec-managerial, Female,40, >50K
29, Self-emp-not-inc, Other-service, Male,60, <=50K
48, Private, Adm-clerical, Female,45, <=50K
40, Private, Farming-fishing, Male,40, <=50K
36, Private, Craft-repair, Male,40, >50K
34, Private, Sales, Male,60, >50K
57, Self-emp-not-inc, Sales, Male,35, <=50K
24, Private, Other-service, Male,40, <=50K
32, Private, Other-service, Female,23, <=50K
18, Self-emp-not-inc, Sales, Male,48, <=50K
39, Private, Transport-moving, Male,56, <=50K
39, Private, Transport-moving, Male,40, <=50K
18, Private, Other-service, Female,12, <=50K
20, Private, Craft-repair, Male,40, <=50K
54, Private, Transport-moving, Male,40, <=50K
40, Self-emp-not-inc, Transport-moving, Male,75, >50K
27, Private, Adm-clerical, Male,30, <=50K
27, Private, Machine-op-inspct, Female,40, <=50K
43, Federal-gov, Tech-support, Male,50, <=50K
22, Private, Exec-managerial, Female,40, <=50K
17, Private, Sales, Female,12, <=50K
37, Self-emp-inc, Sales, Male,50, >50K
49, Private, Exec-managerial, Male,99, <=50K
33, Private, Other-service, Male,40, <=50K
21, State-gov, Exec-managerial, Male,10, <=50K
45, Private, Craft-repair, Male,40, <=50K
33, Private, Handlers-cleaners, Male,40, <=50K
25, Private, Craft-repair, Male,60, <=50K
71, Private, Sales, Male,36, <=50K
23, Local-gov, Prof-specialty, Female,45, <=50K
41, Private, Prof-specialty, Male,80, >50K
47, Private, Sales, Female,20, <=50K
30, Private, Sales, Male,65, <=50K
40, Private, Adm-clerical, Female,40, <=50K
44, Private, Sales, Female,48, <=50K
50, Private, Prof-specialty, Male,40, >50K
31, State-gov, Farming-fishing, Male,40, <=50K
68, Private, Protective-serv, Male,24, <=50K
45, Private, Adm-clerical, Male,50, <=50K
38, Private, Prof-specialty, Male,40, <=50K
78, Self-emp-inc, Exec-managerial, Male,10, <=50K
31, Self-emp-inc, Farming-fishing, Male,55, <=50K
39, Private, Adm-clerical, Male,40, <=50K
36, Self-emp-not-inc, Machine-op-inspct, Male,45, >50K
46, Local-gov, Prof-specialty, Female,50, <=50K
30, Private, Adm-clerical, Male,50, >50K
34, Private, Sales, Male,35, <=50K
30, Federal-gov, Adm-clerical, Male,35, <=50K
47, Private, Sales, Male,40, >50K
40, Private, Adm-clerical, Female,17, >50K
44, Self-emp-not-inc, Sales, Male,70, <=50K
40, Private, Craft-repair, Female,40, <=50K
20, Private, Transport-moving, Male,40, <=50K
45, Private, Exec-managerial, Male,40, >50K
55, Private, Exec-managerial, Male,42, >50K
51, Private, Machine-op-inspct, Female,40, <=50K
38, Private, Handlers-cleaners, Male,40, <=50K
49, Local-gov, Prof-specialty, Male,40, >50K
49, State-gov, Exec-managerial, Male,40, >50K
30, Local-gov, Other-service, Female,26, <=50K
20, Private, Exec-managerial, Male,40, <=50K
34, Private, Farming-fishing, Male,40, <=50K
42, Local-gov, Transport-moving, Female,40, <=50K
46, Private, Sales, Male,65, >50K
43, Private, Prof-specialty, Female,40, >50K
62, Private, Adm-clerical, Female,38, <=50K
21, Private, Machine-op-inspct, Female,70, <=50K
58, Local-gov, Handlers-cleaners, Male,40, <=50K
30, Private, Adm-clerical, Female,40, <=50K
37, Private, Craft-repair, Male,70, <=50K
22, State-gov, Tech-support, Female,40, <=50K
64, State-gov, Adm-clerical, Female,38, <=50K
42, Private, Transport-moving, Male,50, >50K
43, State-gov, Craft-repair, Male,40, <=50K
34, Private, Adm-clerical, Female,40, <=50K
25, Private, Other-service, Female,6, <=50K
21, Private, Adm-clerical, Male,40, <=50K
45, Federal-gov, Adm-clerical, Male,40, >50K
55, Self-emp-not-inc, Exec-managerial, Male,55, >50K
24, Private, Craft-repair, Male,50, <=50K
70, Self-emp-not-inc, Exec-managerial, Male,35, <=50K
27, Local-gov, Prof-specialty, Male,35, <=50K
34, Private, Craft-repair, Male,40, <=50K
57, Private, Transport-moving, Male,40, <=50K
37, Self-emp-not-inc, Exec-managerial, Male,40, <=50K
52, Private, Exec-managerial, Male,50, >50K
32, Private, Craft-repair, Male,48, <=50K
42, Private, Craft-repair, Male,40, <=50K
24, Private, Machine-op-inspct, Female,40, <=50K
50, Private, Handlers-cleaners, Male,40, <=50K
36, Private, Craft-repair, Male,50, <=50K
42, Private, Machine-op-inspct, Male,40, <=50K
40, Private, Adm-clerical, Female,38, <=50K
39, Federal-gov, Adm-clerical, Male,45, <=50K
51, Private, Exec-managerial, Male,60, >50K
38, State-gov, Protective-serv, Male,52, <=50K
18, Private, Other-service, Male,40, <=50K
63, Self-emp-not-inc, Sales, Female,3, <=50K
50, Private, Sales, Male,40, >50K
82, Self-emp-not-inc, Craft-repair, Male,40, <=50K
33, Private, Handlers-cleaners, Male,45, <=50K
37, Private, Transport-moving, Male,40, <=50K
24, Private, Transport-moving, Male,40, <=50K
31, Private, Exec-managerial, Female,50, <=50K
59, Private, Machine-op-inspct, Female,40, <=50K
18, Private, Farming-fishing, Male,55, <=50K
47, Self-emp-not-inc, Sales, Male,40, <=50K
48, Private, Farming-fishing, Male,50, <=50K
27, Private, Prof-specialty, Female,33, <=50K
34, Private, Other-service, Male,40, <=50K
50, Private, Protective-serv, Male,84, <=50K
57, Self-emp-not-inc, Farming-fishing, Male,75, <=50K
60, Private, Protective-serv, Male,40, <=50K
39, Private, Adm-clerical, Male,40, >50K
18, Private, Sales, Female,25, <=50K
26, Private, Prof-specialty, Female,75, <=50K
37, Private, Sales, Female,40, >50K
20, Private, Sales, Female,30, <=50K
29, Local-gov, Prof-specialty, Male,45, <=50K
30, Private, Transport-moving, Male,52, <=50K
21, Private, Other-service, Male,15, <=50K
24, Local-gov, Protective-serv, Female,40, <=50K
51, Private, Machine-op-inspct, Male,40, <=50K
31, Private, Adm-clerical, Female,40, <=50K
45, Private, Prof-specialty, Male,40, >50K
36, Local-gov, Craft-repair, Male,40, <=50K
29, Private, Prof-specialty, Female,72, <=50K
20, Private, Sales, Female,35, <=50K
46, Private, Adm-clerical, Female,60, <=50K
44, Private, Transport-moving, Male,45, <=50K
39, Private, Exec-managerial, Female,38, <=50K
39, Private, Exec-managerial, Male,55, <=50K
45, Private, Machine-op-inspct, Male,44, >50K
28, Private, Exec-managerial, Male,55, <=50K
44, Private, Adm-clerical, Female,35, <=50K
48, Local-gov, Exec-managerial, Male,38, >50K
27, Private, Adm-clerical, Female,70, <=50K
34, Self-emp-not-inc, Exec-managerial, Male,40, <=50K
35, Private, Craft-repair, Male,40, <=50K
28, Federal-gov, Craft-repair, Male,40, <=50K
25, Private, Prof-specialty, Female,30, <=50K
21, Private, Sales, Female,20, <=50K
18, Private, Other-service, Male,15, <=50K
63, Self-emp-not-inc, Farming-fishing, Female,10, <=50K
18, Private, Sales, Female,8, <=50K
32, Private, Craft-repair, Male,40, <=50K
19, Private, Transport-moving, Male,20, <=50K
23, Private, Transport-moving, Male,60, <=50K
38, Private, Exec-managerial, Male,40, <=50K
36, Private, Prof-specialty, Male,60, >50K
43, Private, Other-service, Female,35, <=50K
45, Private, Exec-managerial, Male,40, >50K
30, Private, Craft-repair, Male,40, <=50K
46, Private, Craft-repair, Male,40, <=50K
24, Federal-gov, Adm-clerical, Female,25, <=50K
42, Private, Exec-managerial, Female,40, >50K
23, Private, Sales, Female,40, <=50K
27, Private, Adm-clerical, Male,50, <=50K
48, Private, Handlers-cleaners, Male,40, <=50K
31, Self-emp-inc, Craft-repair, Male,44, <=50K
31, Private, Other-service, Female,25, <=50K
18, Private, Sales, Female,25, <=50K
36, Private, Sales, Female,40, <=50K
58, Private, Exec-managerial, Male,50, >50K
51, Self-emp-not-inc, Farming-fishing, Male,40, <=50K
22, Private, Adm-clerical, Female,40, <=50K
72, Private, Sales, Male,15, <=50K
61, Private, Farming-fishing, Male,55, <=50K
42, Private, Machine-op-inspct, Male,40, <=50K
37, Federal-gov, Prof-specialty, Female,40, <=50K
30, Self-emp-inc, Exec-managerial, Male,50, >50K
40, Private, Exec-managerial, Female,40, <=50K
20, Private, Adm-clerical, Male,40, <=50K
65, Private, Sales, Male,15, <=50K
36, Private, Sales, Female,40, <=50K
37, Private, Machine-op-inspct, Male,40, <=50K
33, Self-emp-not-inc, Sales, Male,60, <=50K
64, Local-gov, Other-service, Female,40, <=50K
61, Self-emp-not-inc, Farming-fishing, Male,20, >50K
38, Private, Sales, Female,45, <=50K
27, Private, Exec-managerial, Male,50, >50K
24, Private, Prof-specialty, Female,40, <=50K
39, Private, Prof-specialty, Male,40, >50K
44, Private, Sales, Male,40, >50K
47, Private, Adm-clerical, Female,40, <=50K
66, Private, Adm-clerical, Male,40, <=50K
53, Private, Adm-clerical, Male,50, >50K
43, State-gov, Exec-managerial, Male,55, >50K
57, State-gov, Prof-specialty, Male,40, >50K
44, Private, Machine-op-inspct, Female,45, <=50K
59, Private, Exec-managerial, Male,50, <=50K
52, Self-emp-not-inc, Other-service, Female,40, <=50K
46, Private, Craft-repair, Male,40, <=50K
20, Private, Other-service, Female,40, <=50K
37, Federal-gov, Adm-clerical, Male,40, >50K
41, Self-emp-not-inc, Exec-managerial, Male,50, <=50K
39, Federal-gov, Adm-clerical, Male,40, <=50K
30, Private, Sales, Male,55, <=50K
59, Private, Machine-op-inspct, Male,56, <=50K
22, Private, Adm-clerical, Female,40, <=50K
40, Private, Adm-clerical, Female,30, <=50K
39, Self-emp-not-inc, Prof-specialty, Male,50, <=50K
24, Private, Handlers-cleaners, Female,58, <=50K
63, Private, Craft-repair, Male,40, >50K
51, Private, Prof-specialty, Female,40, <=50K
34, Self-emp-inc, Exec-managerial, Male,50, <=50K
38, Private, Exec-managerial, Male,50, >50K
17, Private, Sales, Female,15, <=50K
20, Private, Adm-clerical, Female,25, <=50K
42, Self-emp-not-inc, Craft-repair, Male,40, <=50K
41, Private, Sales, Female,12, >50K
56, Local-gov, Exec-managerial, Male,40, <=50K
17, Private, Sales, Male,5, <=50K
31, Private, Prof-specialty, Female,43, >50K
23, Private, Sales, Female,40, <=50K
36, Local-gov, Prof-specialty, Male,40, <=50K
37, Private, Other-service, Male,40, <=50K
52, Private, Craft-repair, Female,40, <=50K
28, Private, Exec-managerial, Male,50, <=50K
59, Private, Craft-repair, Male,40, <=50K
30, Private, Machine-op-inspct, Male,40, <=50K
32, Private, Craft-repair, Male,40, <=50K
30, Private, Craft-repair, Male,50, <=50K
53, Private, Craft-repair, Male,40, <=50K
54, Self-emp-not-inc, Craft-repair, Male,36, <=50K
26, Private, Exec-managerial, Male,50, <=50K
34, Private, Machine-op-inspct, Male,40, <=50K
31, Private, Sales, Female,40, <=50K
34, Private, Adm-clerical, Male,40, <=50K
58, Private, Tech-support, Male,39, >50K
30, State-gov, Protective-serv, Male,40, <=50K
53, Private, Craft-repair, Male,40, <=50K
27, Private, Adm-clerical, Female,20, <=50K
23, Private, Handlers-cleaners, Male,40, <=50K
24, Private, Craft-repair, Male,45, <=50K
36, Private, Sales, Male,35, >50K
33, Federal-gov, Adm-clerical, Female,35, <=50K
22, State-gov, Tech-support, Female,10, <=50K
47, Private, Craft-repair, Male,44, <=50K
34, Private, Sales, Male,50, >50K
44, Federal-gov, Prof-specialty, Male,40, >50K
41, Private, Prof-specialty, Female,45, <=50K
24, Private, Craft-repair, Male,44, <=50K
45, Private, Prof-specialty, Female,50, <=50K
23, Private, Sales, Male,55, <=50K
54, Private, Machine-op-inspct, Male,40, <=50K
40, Private, Machine-op-inspct, Female,37, <=50K
45, Private, Priv-house-serv, Female,35, <=50K
50, Private, Sales, Male,40, <=50K
40, Private, Other-service, Male,25, <=50K
24, Private, Craft-repair, Male,40, <=50K
42, Private, Craft-repair, Male,40, <=50K
50, Private, Sales, Male,60, >50K
58, Self-emp-not-inc, Craft-repair, Male,40, <=50K
47, Private, Machine-op-inspct, Male,46, <=50K
37, Private, Prof-specialty, Male,99, >50K
37, Self-emp-not-inc, Craft-repair, Male,35, <=50K
22, Private, Transport-moving, Male,45, <=50K
29, Self-emp-not-inc, Transport-moving, Male,48, <=50K
45, Private, Exec-managerial, Male,40, >50K
49, Self-emp-not-inc, Exec-managerial, Male,60, <=50K
44, Local-gov, Transport-moving, Male,40, >50K
72, Private, Other-service, Female,16, <=50K
63, Self-emp-not-inc, Other-service, Male,12, <=50K
26, Private, Prof-specialty, Male,50, <=50K
58, Self-emp-not-inc, Craft-repair, Male,42, <=50K
40, Private, Craft-repair, Male,50, <=50K
56, Private, Sales, Male,40, <=50K
55, Self-emp-not-inc, Farming-fishing, Male,72, <=50K
28, Private, Sales, Female,45, <=50K
57, Private, Exec-managerial, Female,40, <=50K
37, Private, Exec-managerial, Male,45, >50K
44, Private, Adm-clerical, Female,40, <=50K
31, Private, Machine-op-inspct, Male,40, <=50K
42, Private, Adm-clerical, Male,40, <=50K
18, Private, Other-service, Female,25, <=50K
57, Self-emp-not-inc, Craft-repair, Male,40, <=50K
53, Local-gov, Other-service, Male,35, <=50K
38, Private, Exec-managerial, Male,44, >50K
33, Private, Sales, Female,50, <=50K
42, Private, Prof-specialty, Female,40, <=50K
50, Private, Craft-repair, Male,50, <=50K
50, Private, Machine-op-inspct, Male,40, <=50K
28, Private, Handlers-cleaners, Male,40, <=50K
72, Federal-gov, Adm-clerical, Female,8, <=50K
33, Private, Sales, Male,40, <=50K
47, Private, Other-service, Male,25, <=50K
48, Private, Prof-specialty, Male,40, >50K
64, Self-emp-not-inc, Prof-specialty, Male,24, >50K
19, Private, Priv-house-serv, Female,35, <=50K
48, Private, Adm-clerical, Female,40, <=50K
37, Private, Machine-op-inspct, Male,48, >50K
55, Private, Craft-repair, Male,35, >50K
24, Private, Priv-house-serv, Female,45, <=50K
42, Federal-gov, Adm-clerical, Female,40, <=50K
43, Private, Adm-clerical, Female,50, >50K
34, Private, Craft-repair, Female,40, <=50K
55, Self-emp-inc, Exec-managerial, Male,60, <=50K
22, Private, Other-service, Male,40, <=50K
39, Private, Adm-clerical, Female,60, <=50K
50, Self-emp-not-inc, Exec-managerial, Male,35, <=50K
47, Local-gov, Transport-moving, Male,40, >50K
25, Private, Sales, Female,20, <=50K
52, Private, Other-service, Female,20, <=50K
30, Private, Transport-moving, Male,40, <=50K
37, Self-emp-not-inc, Craft-repair, Male,50, <=50K
73, Self-emp-inc, Sales, Male,20, <=50K
50, Private, Craft-repair, Male,60, <=50K
34, Private, Exec-managerial, Male,45, <=50K
24, Private, Sales, Male,40, <=50K
66, Private, Sales, Male,24, >50K
22, Private, Sales, Male,55, <=50K
69, Local-gov, Transport-moving, Male,25, <=50K
23, Private, Craft-repair, Male,40, <=50K
55, Private, Machine-op-inspct, Female,40, <=50K
35, Private, Adm-clerical, Female,30, <=50K
20, Private, Adm-clerical, Female,35, <=50K
70, Self-emp-inc, Exec-managerial, Male,20, >50K
54, Private, Tech-support, Male,40, >50K
34, Private, Other-service, Male,40, <=50K
38, State-gov, Prof-specialty, Male,45, >50K
33, Private, Handlers-cleaners, Male,40, <=50K
43, Private, Other-service, Female,26, <=50K
60, Self-emp-inc, Exec-managerial, Male,40, <=50K
81, Self-emp-not-inc, Prof-specialty, Female,3, <=50K
32, Self-emp-not-inc, Exec-managerial, Male,55, <=50K
34, Private, Transport-moving, Male,45, <=50K
46, Self-emp-not-inc, Exec-managerial, Male,25, <=50K
30, State-gov, Other-service, Male,84, <=50K
29, Private, Other-service, Male,40, <=50K
51, Private, Transport-moving, Male,60, <=50K
31, Private, Handlers-cleaners, Male,25, <=50K
36, Federal-gov, Adm-clerical, Female,36, <=50K
23, Private, Handlers-cleaners, Male,22, <=50K
35, Private, Machine-op-inspct, Male,30, <=50K
28, Local-gov, Prof-specialty, Female,40, <=50K
33, State-gov, Exec-managerial, Male,40, >50K
40, Private, Handlers-cleaners, Male,40, <=50K
27, Private, Transport-moving, Male,45, <=50K
38, Self-emp-inc, Exec-managerial, Male,40, >50K
47, Private, Prof-specialty, Female,40, <=50K
25, Private, Adm-clerical, Female,56, >50K
45, Private, Exec-managerial, Male,50, >50K
38, Private, Adm-clerical, Female,40, <=50K
65, Local-gov, Prof-specialty, Female,40, <=50K
30, Private, Craft-repair, Male,40, >50K
54, Private, Other-service, Female,43, <=50K
49, Private, Machine-op-inspct, Female,40, <=50K
41, Self-emp-not-inc, Prof-specialty, Female,15, >50K
48, Federal-gov, Adm-clerical, Male,40, >50K
23, Private, Priv-house-serv, Female,12, <=50K
77, Private, Other-service, Male,25, <=50K
19, Private, Other-service, Female,20, <=50K
30, Private, Adm-clerical, Female,30, <=50K
41, Self-emp-inc, Exec-managerial, Male,55, >50K
35, Private, Exec-managerial, Male,55, >50K
20, Private, Adm-clerical, Female,40, <=50K
66, Self-emp-inc, Exec-managerial, Male,40, >50K
49, Private, Craft-repair, Female,40, <=50K
52, Private, Sales, Male,45, >50K
24, Private, Prof-specialty, Female,35, >50K
50, Private, Craft-repair, Male,15, <=50K
22, Private, Transport-moving, Male,65, <=50K
19, Private, Other-service, Male,20, <=50K
39, Private, Prof-specialty, Female,30, <=50K
45, Private, Other-service, Male,38, <=50K
61, Local-gov, Other-service, Male,30, <=50K
45, Private, Transport-moving, Male,55, <=50K
36, Local-gov, Prof-specialty, Male,40, <=50K
40, Private, Exec-managerial, Male,45, >50K
38, Private, Exec-managerial, Male,50, <=50K
52, Local-gov, Transport-moving, Male,40, <=50K
29, Federal-gov, Tech-support, Male,42, >50K
33, Private, Farming-fishing, Male,40, <=50K
40, Self-emp-not-inc, Craft-repair, Male,40, <=50K
34, Private, Craft-repair, Male,55, <=50K
46, Local-gov, Protective-serv, Male,50, >50K
44, Private, Craft-repair, Male,45, >50K
19, Private, Other-service, Female,13, <=50K
44, Private, Adm-clerical, Female,40, >50K
40, Private, Craft-repair, Male,40, <=50K
20, Private, Prof-specialty, Female,2, <=50K
24, Private, Handlers-cleaners, Male,30, <=50K
76, Private, Other-service, Male,17, <=50K
20, Private, Tech-support, Male,40, <=50K
33, Private, Prof-specialty, Male,40, >50K
31, Private, Tech-support, Male,40, <=50K
33, Private, Other-service, Female,40, <=50K
19, Private, Craft-repair, Male,35, <=50K
29, Private, Exec-managerial, Male,50, <=50K
30, Private, Sales, Male,45, <=50K
48, Private, Exec-managerial, Male,50, >50K
42, Private, Exec-managerial, Male,40, <=50K
37, Private, Transport-moving, Male,40, <=50K
54, Self-emp-inc, Exec-managerial, Male,60, >50K
42, Private, Adm-clerical, Male,42, >50K
28, Self-emp-not-inc, Other-service, Female,28, <=50K
42, Local-gov, Protective-serv, Male,52, >50K
60, State-gov, Exec-managerial, Female,40, >50K
21, Private, Other-service, Female,40, <=50K
29, Private, Farming-fishing, Male,40, <=50K
43, Private, Prof-specialty, Male,40, >50K
44, Private, Sales, Male,38, <=50K
45, Private, Adm-clerical, Female,35, >50K
38, Private, Sales, Female,40, <=50K
28, Private, Adm-clerical, Male,50, >50K
29, Private, Sales, Female,40, <=50K
20, Private, Other-service, Male,40, <=50K
49, Self-emp-inc, Sales, Male,40, >50K
36, Local-gov, Protective-serv, Male,56, >50K
40, Self-emp-inc, Exec-managerial, Male,50, >50K
17, Private, Adm-clerical, Female,30, <=50K
45, Private, Craft-repair, Male,40, <=50K
42, Private, Farming-fishing, Male,28, <=50K
29, Private, Exec-managerial, Female,40, <=50K
57, Self-emp-not-inc, Exec-managerial, Male,13, >50K
23, Private, Adm-clerical, Male,40, <=50K
20, Private, Adm-clerical, Female,40, <=50K
23, Private, Handlers-cleaners, Male,24, <=50K
39, Private, Other-service, Male,40, <=50K
34, Private, Craft-repair, Male,40, >50K
43, Self-emp-not-inc, Sales, Male,45, <=50K
25, State-gov, Handlers-cleaners, Male,40, <=50K
40, Private, Sales, Male,60, <=50K
52, Self-emp-not-inc, Farming-fishing, Male,25, <=50K
48, Private, Machine-op-inspct, Female,36, <=50K
37, Private, Sales, Female,6, <=50K
36, Private, Sales, Male,50, <=50K
33, Private, Transport-moving, Male,40, <=50K
36, Local-gov, Adm-clerical, Female,40, >50K
24, Private, Adm-clerical, Male,10, <=50K
42, Local-gov, Farming-fishing, Male,40, <=50K
35, Self-emp-inc, Sales, Male,40, <=50K
40, Federal-gov, Adm-clerical, Female,22, <=50K
50, Self-emp-inc, Prof-specialty, Male,40, <=50K
40, Private, Exec-managerial, Male,50, >50K
22, Private, Sales, Male,40, <=50K
57, Self-emp-inc, Exec-managerial, Male,40, <=50K
51, Local-gov, Transport-moving, Male,40, >50K
61, Federal-gov, Adm-clerical, Female,35, <=50K
71, Private, Sales, Female,20, <=50K
47, Private, Craft-repair, Male,40, >50K
38, Private, Other-service, Female,45, <=50K
25, Private, Sales, Male,65, <=50K
33, Private, Handlers-cleaners, Male,50, <=50K
40, State-gov, Transport-moving, Female,52, <=50K
29, Private, Adm-clerical, Female,40, <=50K
33, Private, Craft-repair, Male,40, <=50K
46, Private, Adm-clerical, Female,36, <=50K
24, Private, Sales, Female,40, >50K
28, Private, Exec-managerial, Male,30, <=50K
20, Private, Craft-repair, Male,40, <=50K
34, Private, Handlers-cleaners, Female,40, <=50K
34, State-gov, Adm-clerical, Male,55, <=50K
25, Private, Adm-clerical, Female,40, <=50K
36, Private, Tech-support, Male,40, <=50K
61, Private, Machine-op-inspct, Male,40, <=50K
38, Private, Other-service, Female,58, <=50K
57, Private, Other-service, Female,25, <=50K
56, Private, Other-service, Female,10, <=50K
24, Private, Exec-managerial, Female,40, <=50K
60, Private, Sales, Female,48, <=50K
37, Private, Exec-managerial, Male,50, <=50K
27, Private, Transport-moving, Male,40, >50K
54, Private, Other-service, Male,28, <=50K
40, Private, Other-service, Male,30, <=50K
18, Private, Other-service, Male,15, <=50K
51, Federal-gov, Adm-clerical, Male,40, >50K
40, Self-emp-not-inc, Tech-support, Male,50, >50K
64, Federal-gov, Prof-specialty, Male,8, <=50K
24, Private, Other-service, Female,40, <=50K
33, Private, Tech-support, Female,38, <=50K
31, Private, Exec-managerial, Female,40, <=50K
26, Local-gov, Protective-serv, Male,40, >50K
54, Private, Adm-clerical, Female,40, >50K
31, Private, Handlers-cleaners, Male,37, <=50K
39, Private, Transport-moving, Male,45, <=50K
22, Private, Tech-support, Male,40, <=50K
31, Private, Craft-repair, Male,40, <=50K
68, Private, Other-service, Male,12, <=50K
59, Federal-gov, Other-service, Female,37, <=50K
35, Self-emp-not-inc, Craft-repair, Male,45, <=50K
25, Private, Adm-clerical, Male,40, <=50K
23, Private, Craft-repair, Male,40, <=50K
35, Private, Exec-managerial, Male,60, <=50K
17, State-gov, Other-service, Male,30, <=50K
19, Private, Handlers-cleaners, Male,45, <=50K
53, Private, Exec-managerial, Male,55, >50K
59, Private, Machine-op-inspct, Female,40, <=50K
37, Private, Adm-clerical, Female,37, <=50K
74, Self-emp-not-inc, Other-service, Male,20, <=50K
28, Private, Transport-moving, Male,50, <=50K
40, Private, Adm-clerical, Male,40, <=50K
30, Private, Craft-repair, Male,40, <=50K
20, Private, Other-service, Male,40, <=50K
80, Private, Prof-specialty, Male,35, >50K
51, Private, Machine-op-inspct, Male,40, <=50K
17, Private, Sales, Male,15, <=50K
37, Federal-gov, Prof-specialty, Male,40, <=50K
58, Private, Other-service, Male,40, <=50K
57, Private, Craft-repair, Male,40, <=50K
37, Private, Machine-op-inspct, Male,40, <=50K
23, Federal-gov, Craft-repair, Male,40, <=50K
36, Private, Adm-clerical, Female,32, <=50K
33, Private, Craft-repair, Male,40, <=50K
30, Private, Sales, Female,40, <=50K
30, Private, Adm-clerical, Female,24, <=50K
41, Private, Prof-specialty, Male,65, >50K
23, Private, Sales, Male,40, <=50K
40, Private, Prof-specialty, Female,50, >50K
53, Private, Adm-clerical, Female,40, <=50K
31, State-gov, Tech-support, Male,13, <=50K
36, Private, Adm-clerical, Male,40, <=50K
30, Private, Other-service, Female,40, <=50K
44, Private, Protective-serv, Male,40, <=50K
36, Private, Other-service, Male,40, <=50K
42, Private, Prof-specialty, Male,40, >50K
48, Self-emp-not-inc, Craft-repair, Male,30, <=50K
22, Private, Prof-specialty, Male,40, <=50K
38, Private, Machine-op-inspct, Male,40, <=50K
31, Private, Craft-repair, Male,50, <=50K
32, Private, Other-service, Male,40, <=50K
35, Private, Handlers-cleaners, Male,40, <=50K
21, Private, Sales, Male,43, <=50K
26, Private, Machine-op-inspct, Male,40, <=50K
19, Local-gov, Adm-clerical, Female,40, <=50K
43, Private, Craft-repair, Female,42, >50K
33, Private, Craft-repair, Male,60, <=50K
30, Private, Craft-repair, Male,10, <=50K
52, Private, Transport-moving, Male,45, <=50K
38, Local-gov, Exec-managerial, Male,40, >50K
28, Private, Exec-managerial, Male,46, >50K
57, Self-emp-not-inc, Other-service, Male,40, <=50K
51, Private, Prof-specialty, Male,50, >50K
50, Private, Machine-op-inspct, Male,48, <=50K
32, Private, Exec-managerial, Male,50, >50K
32, Private, Prof-specialty, Male,48, >50K
37, Private, Craft-repair, Male,40, <=50K
69, Self-emp-not-inc, Sales, Male,33, <=50K
37, Private, Sales, Male,50, >50K
36, Private, Adm-clerical, Male,40, <=50K
47, Self-emp-not-inc, Transport-moving, Male,45, >50K
63, Private, Transport-moving, Male,40, <=50K
21, Private, Adm-clerical, Male,65, <=50K
